Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
534	NCT00428220	A Continuation Study Using Sunitinib Malate For Patients Leaving Treatment On A Previous Sunitinib Study.		Completed	Has Results	Metastatic Breast Cancer|Advanced Breast Cancer|Metastatic Castration Resistant Prostate Cancer|Metastatic Renal Cell Cancer|Non-Small Cell Lung Cancer|Thyroid Cancer|Advanced/Metastatic Non-Small Cell Lung Cancer|Advanced Gastric Cancer|Gastrointestinal Stromal Tumor|Hepatocellular Carcinoma|Pancreatic Islet Cell Carcinoma|Pancreatic Neuroendocrine Tumor	Drug: sunitinib	Number of Participants With Treatment-emergent Adverse Events (AEs) (All Causalities)|Number of Participants With Treatment-emergent AEs (Treatment-Related)	Pfizer	All	18 Years and older   (Adult, Older Adult)	Not Applicable	223	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	A6181114|2006-006538-16	July 2007	August 2014	September 2014	January 29, 2007	November 6, 2015	June 27, 2019	Emory University, Winship Cancer Institute, Atlanta, Georgia, United States|Investigational Drug Service, Atlanta, Georgia, United States|The Emory Clinic, Atlanta, Georgia, United States|Loyola University Medical Center, Maywood, Illinois, United States|University of Iowa Hospitals and Clinics, Iowa City, Iowa, United States|Siteman Cancer Center-West County, Creve Coeur, Missouri, United States|Barnes Jewish Hospital, Saint Louis, Missouri, United States|Washington University School of Medicine, Siteman Cancer Center, Saint Louis, Missouri, United States|Siteman Cancer Center, Saint Peters, Missouri, United States|Comprehensive Cancer Center of Nevada, Las Vegas, Nevada, United States|Comprehensive Cancer Centers of Nevada, Las Vegas, Nevada, United States|Northwest Cancer Specialists, P.C., Portland, Oregon, United States|Northwest Cancer Specialists, P.C., Portland, Oregon, United States|US Oncology Research and Clinical Pharmacy (Drug Shipment Only), Fort Worth, Texas, United States|The Strelitz Diabetes Institute of Eastern Virginia Medical School, Norfolk, Virginia, United States|Clinica Viedma, Viedma, Rio Negro, Argentina|Centro Oncológico Rosario, Rosario, Santa Fé, Argentina|Instituto Oncologico de Cordoba, Nueva Cordoba, Argentina|Centro Medico San Roque, San Miguel de Tucuman, Argentina|Royal Brisbane & Women's Hospital, Herston, Queensland, Australia|Royal Adelaide Hospital, Department of Medical Oncology, Adelaide, South Australia, Australia|Austin Health, Heidelberg, Victoria, Australia|Royal Melbourne Hospital, Parkville, Victoria, Australia|Mount Medical Centre, Perth, Western Australia, Australia|Hopital Erasme / Gastroenterologie, Bruxelles, Belgium|Cliniques Universitaires Saint Luc / Gastroentérologie, Bruxelles, Belgium|Cliniques Universitaires Saint-Luc, Oncologie, Bruxelles, Belgium|UZ Gasthuisberg, Department Internal Medicine - Gastroenterology - Gastro-intestinal Oncology, Leuven, Belgium|Centre Hospitalier Universitaire de Liege, Liege, Belgium|Algemeen Ziekenhuis Nikolaas, Sint-Niklaas, Belgium|AZ Sint-Augustinus, Oncologisch Centrum, Wilrijk, Belgium|Hospital São Lucas da PUCRS, Porto Alegre, RS, Brazil|Hospital Nossa Senhora da Conceicao, Porto Alegre, RS, Brazil|Sociedade Beneficente de Senhoras Hospital Sirio Libanes, Sao Paulo, SP, Brazil|Centro de Oncologia do Instituto de Radiologia, São Paulo, SP, Brazil|BC Cancer Agency - Vancouver Centre, Vancouver, British Columbia, Canada|QEII Health Sciences Centre - Nova Scotia Cancer Centre, Halifax, Nova Scotia, Canada|QEII Health Sciences Centre - Victoria General Site, Halifax, Nova Scotia, Canada|QEII Health Sciences Centre - Halifax Infirmary Site, Halifax, Nova Scotia, Canada|London Regional Cancer Program, London, Ontario, Canada|Princess Margaret Hospital, Toronto, Ontario, Canada|CHUM, Hopital Saint-Luc, Montreal, Quebec, Canada|Royal Victoria Hospital, Montreal, Quebec, Canada|Fundacion Centro de Investigacion Clinica CIC, Medellin, Anquioquia, Colombia|Hospital Universitario San Vicente de Paul, Medellin, Antioquia, Colombia|Clinica Astorga, Medellin, Antioquia, Colombia|Centre Antoine Lacassagne, Nice, Cedex 02, France|Hopital Beaujon, Clichy Cedex, Cedex, France|Groupe Hospitalier Cochin, Cancer Quest AP-HP, Paris, Cedex, France|CHU-Hôpital Jean Minjoz, Besancon, France|Hopital Saint-Andre, Bordeaux Cedex, France|Centre Jean Perrin, Clermont Ferrand, France|Polyclinique du Bois, Lille, France|Centre Oscar Lambret, Lille, France|Hopital Edouard Herriot, Lyon Cedex 03, France|Centre Leon Berard, Lyon, France|Chu La Timone, Marseille Cedex 5, France|Clinique Hartmann, Neuilly Sur Seine, France|Hopital Saint-Antoine, Paris, France|Centre Eugene Marquis, Rennes Cedex, France|Klinik fuer Innere Medizin, Gastroenterologie, Onkologie, Endokrinologie, Bad Berka, Germany|Universitaetsklinikum Charité, Campus Virchow Klinikum, Berlin, Germany|eps - early phase GmbH, Jena, Germany|Frauenaerzte Pruener Gang, Kiel, Germany|Klinik fuer Frauenheilkunde und Geburtshilfe, Universitaetsklinikum Schleswig-Holstein, Luebeck, Germany|Universitaetsklinikum Schleswig-Holstein, Campus Luebeck, Luebeck, Germany|Universitaetsklinikum Giessen und Marburg, Standort Marburg, Marburg, Germany|Rhoen Klinikum Meiningen, Gynaekologie und Geburtshilfe, Meiningen, Germany|Frauenklinik und Poliklinik, Klinikum rechts der Isar, Technische Universitaet Muenchen, Muenchen, Germany|Department of Clinical Oncology, Tuen Mun Hospital, Tuen Mun, New Territories, Hong Kong|Queen Mary Hospital, Hong Kong, Hong Kong|Division of Haematology/Oncology, Department of Medicine, Queen Mary Hospital,, Hong Kong, Hong Kong|Queen Elizabeth Hospital, Department of Clinical Oncology, Kowloon, Hong Kong|Tuen Mun Hospital, Department of Clinical Oncology, Tuen Mun, New Territories, Hong Kong|UNIMED Medical Institute, Wan Chai,, Hong Kong|National Cancer Center, Goyang-si, Gyeonggi-do, Korea, Republic of|Seoul National University Bundang Hospital, Seongnam-si, Gyeonggi-do, Korea, Republic of|Seoul National University Hospital / Department of Internal Medecine, Seoul, Republic Of Korea, Korea, Republic of|Asan Medical Center, Division of Oncology, Department of Internal Medicine, Seoul, Republic Of Korea, Korea, Republic of|Yeungnam University Medical Center/Department of Internal medicine, Daegu, Korea, Republic of|Severance Hospital, Yonsei Cancer Center, Yonsei University College of Medicine, Seoul, Korea, Republic of|Hospital Universitario Dr. Jose Eleuterio Gonzalez Centro Universitario contra el cancer, Monterrey, Nuevo Leon, Mexico|Hospital Christus Muguerza del Parque, Chihuahua, Mexico|Cancer Care Clinic, Quezon City, Metro Manila, Philippines|National University Hospital/Department of Heamatology-Oncology, Singapore, Singapore|National Cancer Center/Department of Medical Oncology, Singapore, Singapore|Corporacio Sanitaria Parc Tauli, Sabadell, Barcelona, Spain|Fundacion Hospital Alcorcon, Alcorcon, Madrid, Spain|Servicio de Oncologia, Barcelona, Spain|Complexo Hospitalario Universitario A Coruña, La Coruña, Spain|Centro Oncologico Md Anderson International España, Madrid, Spain|Hospital Clinico San Carlos, Madrid, Spain|Hospital 12 de Octubre, Madrid, Spain|Hospital Universitario La Paz, Madrid, Spain|Chang Gung Medical Foundation, Linkou Branch, Kuei-Shan, Taoyuan, Taiwan|Changhua Christian Hospital, Changhua, Taiwan|Chung-Ho Memorial Hospital, Kaohsiung Medical University/Department of Surgery, Kaohsiung, Taiwan|Chi Mei Medical Center, Liouying, Liouying Township, Tainan,, Taiwan|Taichung Veterans General Hospital, Department of Surgery, Taichung, Taiwan|National Taiwan University Hospital/Department of Oncology, Taipei, Taiwan|Koo Foundation Sun Yat-Sen Cancer Center, Div. of Hematology/Oncology, Taipei, Taiwan|Taipei Veterans General Hospital, Taipei, Taiwan|Chi-Mei Medical Center, YungKang City, Tainan, Taiwan|Division of Surgery and Oncology, Liverpool, Merseyside, United Kingdom|Deparment of Cardiology, Glasgow, United Kingdom|The Beatson West of Scotland Cancer Centre, Glasgow, United Kingdom|Dainton Building, Leeds, United Kingdom|St James' Institute of Oncology, Leeds, United Kingdom|Management Offices, 4th Floor, Thomas Guy House, London, United Kingdom|Royal Marsden Hospital, London, United Kingdom|Department of Medical Oncology, Manchester, United Kingdom|Cardiology Department, Wythenshawe Hospital, Manchester, United Kingdom|Nottingham City Hospital, Nottingham, United Kingdom		https://ClinicalTrials.gov/show/NCT00428220
535	NCT03857958	Metal Versus Plastic Stent in Malignant Hilar Biliary Obstruction		Recruiting	No Results Available	Malignant Hepatobiliary Neoplasm	Procedure: endoscopic retrograde cholangio-pancreatography	Duration of stent patency	Seoul National University Hospital|Taewoong Medical Co., Ltd.	All	19 Years and older   (Adult, Older Adult)	Not Applicable	54	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	1812-098-996	February 15, 2019	December 31, 2020	June 30, 2021	February 28, 2019		April 4, 2019	Seoul National University Hospital, Seoul, Korea, Republic of		https://ClinicalTrials.gov/show/NCT03857958
536	NCT01320891	Effects of Different Strategy of Fluids Administration on Acid/Base Disorders and Inflammatory Mediators		Completed	No Results Available	Large Bowel Cancer	Behavioral: balanced solutions|Behavioral: not balanced	acid/base disorder|pro/antiinflammatory cytokine	Università degli Studi di Ferrara|B. Braun Melsungen AG	All	18 Years to 90 Years   (Adult, Older Adult)	Not Applicable	40	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	HC-I-H-0909	February 2010	August 2011	February 2012	March 23, 2011		May 8, 2017	S.Anna Universitary Hospital, Ferrara, Italy		https://ClinicalTrials.gov/show/NCT01320891
537	NCT00877682	Prostate Conformal Cryotherapy		Completed	No Results Available	Prostate Cancer	Procedure: Cryoablation	Patient Response	M.D. Anderson Cancer Center|Endocare, Inc.|Gen-Probe, Incorporated|FirmaMed|Envisioneering Medical Technologies	Male	Child, Adult, Older Adult	Not Applicable	48	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	2008-0244|NCI-2011-01340	April 6, 2009	January 14, 2018	January 14, 2018	April 8, 2009		January 31, 2018	University of Texas MD Anderson Cancer Center, Houston, Texas, United States		https://ClinicalTrials.gov/show/NCT00877682
538	NCT03058107	Tight Caloric Control in the Cachectic Oncologic Patient (TiCaCONCO or CoCooN)	TiCaCONCO	Active, not recruiting	No Results Available	Metabolism and Nutrition Disorder	Dietary Supplement: Nutrition Therapy|Dietary Supplement: Control Therapy	overall survival (mortality)|hospitalisation|morbidity|weight stabilisation (kg)|body composition (%)|energy expenditure (Kcal)|complete remission	Universitair Ziekenhuis Brussel|Baxter Healthcare Corporation|Nutricia, Inc.	All	18 Years and older   (Adult, Older Adult)	Not Applicable	60	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	BUN 143201629790	January 2017	July 2020	July 2020	February 20, 2017		July 24, 2019	UZ Brussel, Jette, Belgium		https://ClinicalTrials.gov/show/NCT03058107
539	NCT03580109	Spa Therapy of Upper Limb Lymphoedema	THERMOEDEME	Not yet recruiting	No Results Available	Lymphedema|Breast Cancer	Other: Immediate spa treatment|Other: Late spa treatment	Evolution of lymphoedema quality of life assessed by the rate of patient with an improvement of the LMS27 scale.|Evolution of lymphoedema quality of life assessed by the LMS27 scale.|Evolution of lymphoedema quality of life assessed by the most embarrassing items of the LMS27 scale.|Improvement of quality of life assessed by the generic quality of life: Euroquol EQ5D|Upper limb evaluation|Treatment follow up|Compliance of spa therapeutic|Achievement educational aims|Adverse events|Functional evaluation|Long term evaluation|Effect size|Sub group analysis	Association Francaise pour la Recherche Thermale|Floralis	Female	18 Years and older   (Adult, Older Adult)	Not Applicable	160	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Other	THERMOEDEME	April 2019	April 2022	December 2022	July 9, 2018		March 18, 2019	Cabinet de médecine vasculaire, Albertville, France|Thermes Argelès-Gazost, Argelès-Gazost, France|Thermes Barbotan Les Bains, Barbotan-les-Thermes, France|Thermes La Léchère, La Léchère, France|Thermes Luz Saint Sauveur, Luz-Saint-Sauveur, France|Cabinet de médecine vasculaire, Lyon, France|Clinique du Tonkin, Villeurbanne, France		https://ClinicalTrials.gov/show/NCT03580109
540	NCT01032278	Effectiveness of Using Biomarkers to Detect and Identify Cardiotoxicity and Describe Treatment (PREDICT)		Active, not recruiting	No Results Available	Cardiac Toxicity|Unspecified Adult Solid Tumor, Protocol Specific	Other: Laboratory Biomarker Analysis|Behavioral: Questionnaires	Use of Cardiac Biomarkers, B-type Natriuretic Peptide (BNP) and Troponin I (TnI), for Detecting Cardiotoxicity in Patients Undergoing Anthracycline-based Chemotherapy|Sensitivity and specificity of serial LVEF measurements in detecting cardiotoxicity|Clinical management and outcomes of patients with abnormal cardiac biomarkers or clinically defined cardiotoxicity during chemotherapy|Supportive utility of patient-reported symptoms for the development of cardiac-related toxicity	M.D. Anderson Cancer Center|Alere San Diego	All	18 Years and older   (Adult, Older Adult)	Not Applicable	597	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care	CDR0000660615|MDA-2007-0914A|NCI-2011-01466	January 25, 2011	January 2020	January 2021	December 15, 2009		May 21, 2019	Lyndon B. Johnson General Hospital (LBJ), Houston, Texas, United States|University of Texas MD Anderson Cancer Center, Houston, Texas, United States		https://ClinicalTrials.gov/show/NCT01032278
541	NCT01047332	A Trial Comparing the Uncovered to the Covered Wallstent in the Palliation of Malignant Bile Duct Strictures	Wallstent	Completed	Has Results	Inoperable Tumors of the Bile Duct	Device: Partially Covered Wallstent|Device: Uncovered Wallstent	Time to Recurrent Biliary Obstruction|Patient Survival|Number of Participants With Serious Adverse Events (SAEs)|Number of Participants With Recurrent Biliary Obstruction Reported by Mechanism	Brigham and Women's Hospital|Boston Scientific Corporation	All	18 Years and older   (Adult, Older Adult)	Not Applicable	129	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Supportive Care	BS-816	October 2002	May 2008	November 2009	January 12, 2010	April 11, 2017	April 11, 2017			https://ClinicalTrials.gov/show/NCT01047332
542	NCT03532347	Endoscopic Ultrasound Guided Tissue Sampling (The SharkBITE Study)	SharkBITE	Completed	No Results Available	Pancreas Cancer|Pancreas Neoplasm, Benign|Chronic Pancreatitis|Pancreas Adenocarcinoma	Device: EUS-FNA needle (Beacon)	The sensitivity of standard Beacon FNA needle compared with the SharkCore (FNB) core biopsy needle in the sampling of solid pancreatic mass lesions.|To compare the adequacy of the sample obtained with standard Beacon FNA needle compared with the SharkCore core biopsy needle in the sampling of solid pancreatic mass lesions.|Duration of pathologist reporting time|Cost benefit analysis of the needle types|Duration of sampling procedures	Newcastle-upon-Tyne Hospitals NHS Trust|Medtronic	All	18 Years and older   (Adult, Older Adult)	Not Applicable	108	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic	8090	May 22, 2017	May 4, 2018	November 4, 2018	May 22, 2018		June 10, 2019	The Newcastle upon Tyne Hospitals NHS Foundation Trust, Newcastle, Newcastle Upon Tyne, United Kingdom		https://ClinicalTrials.gov/show/NCT03532347
543	NCT01008774	START: Swiss Taxotere Alopecia Prevention Trial		Completed	No Results Available	Neoplasms|Alopecia	Device: Paxman Cooling Machine|Device: Cold Caps	Grade III or IV alopecia according to the WHO criteria|Compliance to scalp cooling procedure|Side effects of scalp cooling systems	Sanofi	All	18 Years and older   (Adult, Older Adult)	Not Applicable	239	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention	DOCET_L_04449	July 2009	October 2011	October 2011	November 6, 2009		January 23, 2012	Sanofi-Aventis Administrative Office, Geneva, Switzerland		https://ClinicalTrials.gov/show/NCT01008774
544	NCT00118508	The Prevention of Osteoporosis in Premenopausal and Newly Postmenopausal (Up to 8 Years) Women With Breast Cancer Following Chemotherapy (REBBeCA Study)		Completed	No Results Available	Osteoporosis	Drug: risedronate (including placebo)	That bone loss, as determined through BMD every six months, will be prevented at clinically relevant sites, such as the hip & spine, through the use of bisphosphonate therapy in study subjects.|There will be a correlation between biochemical markers of bone turnover and changes in BMD.	University of Pittsburgh|Procter and Gamble|Aventis Pharmaceuticals	Female	18 Years and older   (Adult, Older Adult)	Not Applicable	87	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Prevention	IRB#0404173	May 2003	July 2006	July 2006	July 11, 2005		August 13, 2015	University of Pittsburgh Medical Center (GCRC), Pittsburgh, Pennsylvania, United States		https://ClinicalTrials.gov/show/NCT00118508
545	NCT03179358	Clinical Trial Verifying C-REX LapAid and C-REX DMH/DMHC		Completed	No Results Available	Cancer Colon|Polyp of Colon	Device: C-REX Ring-locking Procedure	Time to evacuation of the short-term implant|Time to first intestinal sounds|Time to first passage of gas|Time to first defecation|Number of postoperative interventions related to the device|Integrity pressure|Post-operative X-ray examination|Time of surgery	Carponovum AB|The First Affiliated Hospital of Xiamen University	All	18 Years to 70 Years   (Adult, Older Adult)	Not Applicable	20	Industry|Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CREX-003	September 29, 2016	June 10, 2017	June 10, 2017	June 7, 2017		January 17, 2018	The First Affiliated Hospital of Xiamen University, Xiamen, Fujian, China		https://ClinicalTrials.gov/show/NCT03179358
546	NCT02638298	Incisional Negative Pressure Wound Therapy for Preoperatively Irradiated Lower Extremity Soft Tissue Sarcoma Wounds		Recruiting	No Results Available	Sarcoma|Cancer|Infectious Disease	Device: Prevana Dressing|Other: Standard Dry Gauze Dressing	Wound Complication Rate|Total Costs	Medical University of South Carolina|KCI USA, Inc.	All	18 Years and older   (Adult, Older Adult)	Not Applicable	30	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention	Pro00028423	December 2015	December 2020	December 2020	December 23, 2015		May 14, 2019	Medical University of South Carolina, Charleston, South Carolina, United States		https://ClinicalTrials.gov/show/NCT02638298
547	NCT03914911	In Vivo Smart Biopsy Device Protocol In Radiology		Recruiting	No Results Available	Breast Cancer|Image Guided Biopsy	Device: Smart Biopsy Device	Incidence of adverse events (AEs) and serious adverse events (SAEs) Adverse events (AEs)|Correlation between pathology results and device readings|Ergonomic Assessment of the Smart Biopsy Device	Dune Medical Devices	Female	18 Years and older   (Adult, Older Adult)	Not Applicable	100	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other	CP-10-001	March 14, 2019	December 5, 2019	January 5, 2020	April 15, 2019		July 2, 2019	Meir Medical Center, Kfar Saba, Israel|Rabin Medical Center Campus Beilinson, Petah Tikva, Israel		https://ClinicalTrials.gov/show/NCT03914911
548	NCT03730207	Xpede Clinical Study		Recruiting	No Results Available	Pathological Fracture of Vertebra Due to Secondary Osteoporosis (Disorder)|Pathological Fracture of Vertebra Due to Neoplastic Disease (Disorder)	Device: Xpede™ Bone Cement|Device: Mendec Spine Bone Cement	The change of Numerical Rating Scale (NRS) score from baseline at 6 months postoperative|The change of Index Vertebral Body Angle from baseline at 6 months|The change of NRS score from baseline at 1 day and 3 months|The change of Oswestry Disability Index (ODI) score from baseline at 1 day, 3 months, and 6 months|The change of SF-36 from baseline at 1 day, 3 months, and 6 months|Change in vertebral body height restoration at 1 day, 3 months, and 6 months|Change in Vertebral body angle from baseline at 1 day and 3 months|The Rates of adverse events reported through 6 months	Medtronic Spinal and Biologics	All	18 Years to 80 Years   (Adult, Older Adult)	Not Applicable	180	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment	MDT17075SD1707	December 18, 2018	October 2019	April 2020	November 5, 2018		December 27, 2018	The first affiliated hospital of Zhengzhou university, Zhengzhou, Henan, China|Hunan provincial people's hospital, Changsha, Hunan, China|The first affiliated hospital of Suzhou university, Suzhou, Jiangsu, China		https://ClinicalTrials.gov/show/NCT03730207
549	NCT02479100	Contrast Enhanced Spectral Mammography (CESM) Study	CONTEND	Recruiting	No Results Available	Breast Cancer	Diagnostic Test: Contrast Enhanced Spectral Mammogram	Assessment of impact the addition of CESM has on patient management - does this lead to an earlier diagnosis / treatment plan	Cambridge University Hospitals NHS Foundation Trust|University of Cambridge|GE Healthcare	Female	18 Years to 85 Years   (Adult, Older Adult)	Not Applicable	100	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic	RADIOL/2015/CONTEND	March 2016	September 2019	September 2019	June 24, 2015		January 9, 2019	Cambridge University Hospitals NHS Foundation Trust, Cambridge, Cambridgeshire, United Kingdom	"Study Protocol", https://ClinicalTrials.gov/ProvidedDocs/00/NCT02479100/Prot_000.pdf|"Informed Consent Form", https://ClinicalTrials.gov/ProvidedDocs/00/NCT02479100/ICF_001.pdf	https://ClinicalTrials.gov/show/NCT02479100
