NCT01253213	BR55
NCT02658214	5-fluorouracil
NCT03901950	XNW7201
NCT03486314	Pevonedistat
NCT03486314	Rifampin
NCT03486314	Docetaxel
NCT03486314	Carboplatin
NCT03486314	Paclitaxel
NCT03516123	CS3006
NCT00773929	TAK-593
NCT03666143	Sitravatinib
NCT03666143	Tislelizumab
NCT03348514	CPX-POM
NCT00559182	Comparator
NCT00559182	Comparator
NCT00140400	Immunotherapy
NCT00140400	GM-CSF
NCT00140400	vaccine
NCT00955084	XL999
NCT00097383	ALIMTA
NCT00097383	Epirubicin
NCT00467779	cobimetinib
NCT00467779	dextromethorphan
NCT00467779	midazolam
NCT01268059	Carboplatin/Paclitaxel/MEDI-575
NCT01268059	Carboplatin/Paclitaxel
NCT03117101	Lucitanib
NCT03008018	KA2507
NCT03484520	Venetoclax
NCT03484520	Dinaciclib
NCT03169777	avelumab
NCT03169777	bevacizumab
NCT03169777	capecitabine
NCT03169777	cetuximab
NCT03169777	Cyclophosphamide
NCT03169777	5-Fluorouracil
NCT03169777	5-FU
NCT03169777	fulvestrant
NCT03169777	leucovorin
NCT03169777	nivolumab
NCT03169777	Lovaza
NCT03169777	oxaliplatin
NCT03169777	ALT-803
NCT03169777	ETBX-011
NCT03169777	ETBX-021
NCT03169777	ETBX-051
NCT03169777	ETBX-061
NCT03169777	GI-4000
NCT03169777	GI-6207
NCT03169777	GI-6301
NCT03169777	haNK
NCT01127178	E7016
NCT03301805	BLEX
NCT00345189	CNF2024
NCT00080041	Motexafin
NCT00080041	Gadolinium
NCT00742261	GSK1363089
NCT00968916	ombrabulin
NCT00968916	AVE8062
NCT00674947	BIIB015
NCT01332604	GDC-0980
NCT01332604	bevacizumab
NCT01332604	capecitabine
NCT01332604	mFOLFOX6
NCT02415023	fruquintinib+paclitaxel
NCT01927341	MEK162
NCT01927341	Panitumumab
NCT03179436	MK-1308
NCT03179436	Pembrolizumab
NCT03330106	Pevonedistat
NCT03330106	Docetaxel
NCT03330106	Carboplatin
NCT03330106	Paclitaxel
NCT00826150	BC-819
NCT00140387	Immunotherapy
NCT00140387	GM-CSF
NCT00140387	vaccine
NCT01775631	Urelumab
NCT01775631	Rituximab
NCT00856336	DMXAA
NCT02278133	WNT974
NCT02278133	LGX818
NCT02278133	Cetuximab
NCT00030173	Epothilone
NCT00030173	KOS-862
NCT03529526	KN046
NCT02792192	Atezolizumab
NCT02792192	Bacille
NCT02792192	Calmette-Guérin
NCT01062620	AXL1717
NCT03495882	AGEN1884
NCT03495882	AGEN2034
NCT03355066	SM08502
NCT03125746	LXI-15029
NCT03125746	LXI-15029+Exemestane
NCT02197572	MLN0128
NCT01653912	GSK2110183
NCT01653912	carboplatin
NCT01653912	paclitaxel
NCT02737228	CG200745
NCT02737228	Gemcitabine
NCT02737228	Erlotinib
NCT01585649	Lipegfilgrastim
NCT02551185	ACY-241
NCT02240238	NC-6004
NCT02240238	Gemcitabine
NCT00788099	Plitidepsin
NCT00788099	Sorafenib
NCT00788099	Gemcitabine
NCT00788099	Plitidepsin
NCT01625234	X-396
NCT01625234	ensartinib
NCT01567891	NYESO-1c259
NCT00027027	rhuMAb
NCT01934790	Radium-223
NCT01934790	dichloride
NCT01934790	Xofigo
NCT01934790	BAY88-8223
NCT01226277	GDC-0917
NCT00948961	CDX-1401
NCT00948961	Resiquimod
NCT00948961	Poly-ICLC
NCT00948961	CDX-1401
NCT00948961	Resiquimod
NCT00948961	poly-ICLC
NCT02712905	INCB059872
NCT02712905	retinoic
NCT02712905	ATRA
NCT02712905	azacitidine
NCT02712905	nivolumab
NCT03431350	JNJ-63723283
NCT03431350	JNJ-63723283
NCT03431350	Prednisone
NCT01139775	Pemetrexed
NCT01139775	Cisplatin
NCT01139775	LY2603618
NCT03974022	DZD9008
NCT03435250	AG-270
NCT01009073	ABT-263
NCT01009073	erlotinib
NCT01009073	irinotecan
NCT01009073	3-week
NCT01009073	irinotecan
NCT03891953	DKY709
NCT03891953	PDR001
NCT03931720	BiCAR-NK/T
NCT03931720	ROBO1
NCT03931720	CAR-NK/T
NCT01155453	BKM120
NCT01155453	GSK1120212
NCT00390676	carboplatin
NCT00390676	docetaxel
NCT00390676	capecitabine
NCT00285701	hexaminolevulinate
NCT02138734	BCG+ALT-803
NCT00747734	MNRP1685A
NCT01103310	BAY94-9392
NCT03136406	Cyclophosphamide
NCT03136406	Oxaliplatin
NCT03136406	Capecitabine
NCT03136406	5-Fluorouracil
NCT03136406	Leucovorin
NCT03136406	nab-paclitaxel
NCT03136406	bevacizumab
NCT03136406	avelumab
NCT03136406	ALT-803
NCT03136406	ETBX-011
NCT03136406	GI-4000
NCT03444844	Ga-68
NCT03444844	P16-093
NCT03444844	PET/CT
NCT03165591	V3-P
NCT01511536	Cabazitaxel
NCT01511536	XRP6258
NCT01511536	Prednisone
NCT01106599	GDC-0623
NCT03739138	MK-4621/JetPEI™
NCT03739138	Pembrolizumab
NCT01406119	ABT-806
NCT04053062	PSMA-CART
NCT02622932	Anlotinib
NCT02622932	14C-labeled
NCT02622932	Anlotinib
NCT03708211	TAK-931
NCT03708211	Esomeprazole
NCT02422589	ceritinib
NCT02422589	warfarin
NCT02422589	midazolam
NCT00925743	cabazitaxel
NCT00925743	XRP6258
NCT03586869	Aldoxorubicin
NCT03586869	ALT-803
NCT03586869	ETBX-011
NCT03586869	ETBX-021
NCT03586869	ETBX-051
NCT03586869	ETBX-061
NCT03586869	GI-4000
NCT03586869	GI-6207
NCT03586869	GI-6301
NCT03586869	haNK
NCT03586869	bevacizumab
NCT03586869	Capecitabine
NCT03586869	Cyclophosphamide
NCT03586869	Fluorouracil
NCT03586869	Leucovorin
NCT03586869	nab-Paclitaxel
NCT03586869	Oxaliplatin
NCT03586869	Avelumab
NCT00881244	AS1411
NCT00920868	dasatinib
NCT00920868	bevacizumab
NCT00920868	Oxaliplatin
NCT00920868	Capecitabine
NCT02646852	PLX038
NCT01832298	Simmitecan
NCT01832298	Hydrochloride
NCT01471210	Urelumab
NCT01471210	BMS-663513
NCT01755390	Cabazitaxel
NCT01755390	XRP6258
NCT02024607	BBI608
NCT02024607	Fluorouracil
NCT02024607	Oxaliplatin
NCT02024607	Leucovorin
NCT02024607	Irinotecan
NCT02024607	Bevacizumab
NCT02024607	Capecitabine
NCT02024607	Regorafenib
NCT00730639	BMS-936558
NCT00730639	MDX-1106
NCT03403725	MEN1309
NCT03114319	TNO155
NCT01610479	TAS-114
NCT00503451	LBH589
NCT00033215	S-3304
NCT03523572	Trastuzumab
NCT03523572	deruxtecan
NCT03523572	DS-8201a
NCT03523572	Nivolumab
NCT00390936	Brivanib
NCT00924352	Dasatinib
NCT00924352	Ixabepilone
NCT01301716	GDC-0980
NCT01301716	bevacizumab
NCT01301716	carboplatin
NCT01301716	cisplatin
NCT01301716	paclitaxel
NCT01301716	pemetrexed
NCT03517488	XmAb20717
NCT03985072	Andes-1537
NCT02909777	CUDC-907
NCT02829099	JNJ-64457107
NCT04029922	MT-5111
NCT00329589	Velcade
NCT00329589	bortezomib
NCT01139723	MINT1526A
NCT01139723	bevacizumab
NCT02507375	Erlotinib
NCT02507375	Pertuzumab
NCT00608803	ZIO-201-T
NCT00608803	doxorubicin
NCT03439462	ABI-009
NCT03439462	nab-rapamycin
NCT03439462	albumin-bound
NCT03439462	rapamycin
NCT00955812	OPB-31121
NCT02401815	PLX9486
NCT02401815	PLX3397
NCT02401815	Sunitinib
NCT01623349	BKM120
NCT01623349	Olaparib
NCT01623349	BYL719
NCT01623349	Olaparib
NCT03329248	ALT-803
NCT03329248	ETBX-011
NCT03329248	GI-4000
NCT03329248	haNK
NCT03329248	avelumab
NCT03329248	bevacizumab
NCT03329248	Capecitabine
NCT03329248	Cyclophosphamide
NCT03329248	Fluorouracil
NCT03329248	Leucovorin
NCT03329248	nab-Paclitaxel
NCT03329248	lovaza
NCT03329248	Oxaliplatin
NCT03329664	Cytokine-induced
NCT01171898	ARN-509
NCT01171898	ARN-509
NCT00217815	Mycograb
NCT00217815	Docetaxel
NCT01084655	TAK-700
NCT01084655	Docetaxel
NCT01084655	Prednisone
NCT00958724	Neratinib
NCT00958724	Vinorelbine
NCT00445458	HKI-272
NCT00445458	Paclitaxel
NCT03552718	YE-NEO-001
NCT00831636	CP-4055
NCT01413893	linifanib
NCT01485861	Abiraterone
NCT01485861	Apitolisib
NCT01485861	Ipatasertib
NCT01485861	Prednisone
NCT01485861	Prednisolone
NCT00478634	RAD001
NCT00478634	Cetuximab
NCT00478634	Irinotecan
NCT01598129	ONCOS-102
NCT02298387	OMP-305B83
NCT01595087	Osteodex
NCT03245892	Carboplatin
NCT03245892	Paclitaxel
NCT03245892	Nivolumab
NCT00648648	MK-1775
NCT00648648	gemcitabine
NCT00648648	cisplatin
NCT00648648	carboplatin
NCT02423343	Galunisertib
NCT02423343	Nivolumab
NCT01275222	Everolimus
NCT01275222	Imatinib
NCT00773344	Tanespimycin
NCT02341456	AZD1775
NCT02341456	Paclitaxel
NCT02341456	carboplatin
NCT00284817	MEDI-522
NCT01497964	cabazitaxel
NCT01497964	XRP6258
NCT00038584	SCH66336
NCT00968981	GDC-0449
NCT03706274	CX-188
NCT01068977	bevacizumab
NCT01068977	MetMAb
NCT02525536	mg/kg
NCT02525536	mg/kg
NCT02525536	mg/kg
NCT00424632	PF-03814735
NCT01469052	AG-013736
NCT02422199	pyrotinib
NCT02422199	Lapatinib
NCT02422199	capecitabine
NCT00442260	DOXIL
NCT00442260	Abraxane
NCT02430311	Olaparib
NCT02430311	Paclitaxel
NCT03573544	OBI-888
NCT00500903	Alisertib
NCT00125827	clofarabine
NCT01999972	axitinib
NCT01999972	crizotinib
NCT03464032	BCD-135
NCT03618953	Ad-E6E7
NCT03618953	MG1-E6E7
NCT03618953	Atezolizumab
NCT02045368	IGF-Methotrexate
NCT03192345	SAR439459
NCT03192345	Cemiplimab
NCT03192345	REGN2810
NCT02009631	Veliparib
NCT02009631	ABT-888
NCT01133912	paclitaxel
NCT01133912	gemcitabine
NCT01133912	lapatinib
NCT01286987	Talazoparib
NCT00794131	GL-ONC1
NCT00809796	pentamidine
NCT00750178	vorinostat
NCT00750178	MK0683
NCT03086369	Olaratumab
NCT03086369	Nab-paclitaxel
NCT03086369	Gemcitabine
NCT02699749	TAK-931
NCT01017198	BIIB021
NCT01017198	BIIB0121
NCT00621725	AZD2171
NCT03648372	TAK-981
NCT03514836	DCVac/PCa
NCT03514836	Cyclophosphamide
NCT01677780	RO5045337
NCT03027284	Merestinib
NCT03027284	Cisplatin
NCT03027284	Gemcitabine
NCT03737370	Docetaxel
NCT02949895	BMS-986012
NCT02949895	Cisplatin
NCT02949895	Etoposide
NCT01861496	LiPlaCis
NCT03370302	TAK-228
NCT01987362	RO6870810
NCT01255657	ABT-806
NCT01284192	ASP3026
NCT01242605	selumetinib
NCT01242605	gemcitabine
NCT01242605	cisplatin
NCT01166490	ASG-5ME
NCT00938574	Atu027
NCT02588105	AZD0156
NCT02588105	Olaparib
NCT02588105	irinotecan
NCT02588105	Fluorouracil
NCT02588105	Folinic
NCT03195764	T-1101
NCT03195764	Tosylate
NCT01209143	Vismodegib
NCT01209143	Rosiglitazone
NCT01209143	Norethindrone/ethinyl
NCT01209143	estradiol
NCT02428712	PLX8394
NCT02266745	PT-112
NCT01401933	Linifanib
NCT01401933	Rifampin
NCT02122770	MLN4924
NCT02122770	Fluconazole
NCT02122770	Itraconazole
NCT02122770	Docetaxel
NCT02122770	Carboplatin
NCT02122770	Paclitaxel
NCT00962091	Alisertib
NCT00874731	Ridaforolimus
NCT00874731	Ridaforolimus
NCT02991651	IRX4204
NCT02991651	erlotinib
NCT00450138	ZD6474
NCT00450138	vandetanib
NCT00450138	Cisplatin
NCT01213381	Iniparib
NCT01213381	SAR240550
NCT01213381	BSI-201
NCT01213381	Gemcitabine
NCT01213381	Carboplatin
NCT02121990	Paclitaxel
NCT02121990	Bevacizumab
NCT02121990	Cisplatin
NCT02121990	Olaparib
NCT01235897	MK-2206
NCT01235897	Paclitaxel
NCT01235897	Trastuzumab
NCT00369252	Nimotuzumab
NCT00369252	TheraCIM
NCT00369252	h-R3
NCT00898287	P276-00
NCT00898287	Gemcitabine
NCT02187848	SAR408701
NCT00423124	HSV-TK
NCT01537744	romidepsin
NCT00909025	Claudiximab
NCT01834235	Gemcitabine
NCT01834235	nab-paclitaxel
NCT01834235	NPC-1C
NCT03972657	REGN5678
NCT03972657	Cemiplimab
NCT00810953	Pentamidine
NCT01359982	RRx-001
NCT03815682	TRQ15-01
NCT01063816	veliparib
NCT01063816	ABT-888
NCT01063816	carboplatin
NCT01063816	gemcitabine
NCT02289690	Veliparib
NCT02289690	Carboplatin
NCT02289690	Etoposide
NCT00085904	SB-485232
NCT03507491	Gemcitabine
NCT03507491	Nab-paclitaxel
NCT00073723	ABI-007
NCT02994953	Avelumab
NCT02994953	NHS-IL12
NCT02994953	Avelumab
NCT02994953	NHS-IL12
NCT02994953	Avelumab
NCT03752099	VERU-111
NCT03964532	Talazoparib
NCT03964532	Avelumab
NCT01455584	HM781-36B
NCT01531790	Carboplatin
NCT01531790	Pemetrexed
NCT01531790	Endostar
NCT01531790	Centrum
NCT01086267	BMS-908662
NCT01086267	Cetuximab
NCT03807778	TAK-788
NCT00725933	BIIB028
NCT03809767	CS1003
NCT03809767	antibody
NCT00105053	HyperAcute-Prostate
NCT00105053	Vaccine
NCT03934814	TJ011133
NCT03934814	Pembrolizumab
NCT03934814	Rituximab
NCT03423628	AZD1390
NCT00831896	TAK-701
NCT01837667	LB-100
NCT01837667	Docetaxel
NCT00403624	OXALIPLATIN
NCT01472003	ABT-806
NCT01472003	ABT-806i
NCT00708006	HGS1029
NCT00071136	pemetrexed
NCT00071136	gemcitabine
NCT00975182	GDC-0941
NCT00975182	erlotinib
NCT02978482	durvalumab
NCT02978482	tremelimumab
NCT02978482	durvalumab
NCT01491204	Paclitaxel+HM30181
NCT01065025	4SC-205
NCT03917043	APG-2449
NCT01293630	Ombrabulin
NCT01293630	AVE8062
NCT01293630	Paclitaxel
NCT01293630	Carboplatin
NCT01110486	ABT-348
NCT01110486	ABT-348
NCT01110486	carboplatin
NCT01110486	ABT-348
NCT01110486	docetaxel
NCT01494688	Paclitaxel
NCT01494688	RO5509554
NCT00087854	L-malate
NCT02866006	BVAC-C
NCT03168035	NC-4016
NCT02261532	TAS-102
NCT03556228	VMD-928
NCT03556228	300-mg
NCT02118337	MEDI0680
NCT02118337	Durvalumab
NCT02118337	Nivolumab
NCT02829372	CD3/HER2
NCT02829372	bispecific
NCT02829372	antibody
NCT03404791	Gemcitabine-Releasing
NCT03404791	Intravesical
NCT03404791	GemRIS
NCT03404791	/TAR-200
NCT00187174	Everolimus
NCT02033551	Veliparib
NCT02033551	Carboplatin
NCT02033551	Paclitaxel
NCT02033551	FOLFIRI
NCT03628079	ReposMBZ
NCT03658070	XY0206
NCT00094835	Panitumumab
NCT00094835	Motesanib
NCT00094835	diphosphate
NCT00094835	Paclitaxel
NCT00094835	Carboplatin
NCT03730337	ONO-7475
NCT03730337	ONO-7475
NCT03730337	ONO-4538
NCT02824042	Anetumab
NCT02824042	ravtansine
NCT02824042	BAY94-9343
NCT02824042	Itraconazole
NCT03780010	TRC105
NCT00348595	Revlimid
NCT03458728	BAY806946
NCT01107522	Temodar®
NCT01107522	Temodar®
NCT01107522	therapy
NCT03680560	ACTR
NCT03680560	Trastuzumab
NCT01773421	E7820
NCT03833427	Selumetinib
NCT03833427	Pembrolizumab
NCT00949624	CP-868,596
NCT00949624	Docetaxel
NCT00949624	AG-013736
NCT03982303	Hemay102
NCT02398513	Regorafenib
NCT02398513	Stivarga
NCT02398513	BAY73-4506
NCT01033032	Amrubicin
NCT03155061	ONO-4578
NCT03155061	ONO-4538
NCT03057314	Calcium
NCT00255827	HyperAcute-Pancreatic
NCT00255827	Vaccine
NCT03674814	Enzalutamide
NCT03674814	Relacorilant
NCT02448771	Palbociclib
NCT02448771	Bazedoxifene
NCT00116896	OSI-7904L
NCT00116896	Cisplatin
NCT03603262	SH-1028
NCT00861107	AlloStim-7
NCT00861107	AlloStim8
NCT00861107	AlloStim-9
NCT00618735	BIIB021
NCT00635778	dalotuzumab
NCT03057366	Pevonedistat
NCT03057366	Docetaxel
NCT03057366	Carboplatin
NCT03057366	Paclitaxel
NCT00288925	Z-360
NCT03411161	therapy
NCT03411161	S81694
NCT03411161	paclitaxel
NCT03411161	Paclitaxel
NCT03411161	therapy
NCT03411161	S81694
NCT03411161	paclitaxel
NCT00070837	MLN2704
NCT00070837	antibody
NCT00070837	MLN591
NCT00915083	Amrubicin
NCT01058616	LTX-315
NCT01058616	Oncopore™
NCT01130142	IPI-926
NCT01130142	gemcitabine
NCT01168752	Debio
NCT00543387	MK-5108
NCT00543387	docetaxel
NCT00709462	CDX1307
NCT00747474	Lipotecan
NCT03195699	TTI-101
NCT02942095	Ixazomib
NCT02942095	Erlotinib
NCT03101488	KN035
NCT01690468	Triciribine
NCT01690468	Carboplatin
NCT01050985	Temsirolimus
NCT01050985	capecitabine
NCT02286219	FS102
NCT02529930	VB10.16
NCT02529930	Immunotherapy
NCT02529930	vaccine
NCT00051948	TLK286
NCT03802747	Durvalumab
NCT03802747	Durvalumab
NCT03802747	Tremelimumab
NCT03802747	Y-90
NCT03802747	Therapy
NCT03802747	SIRT
NCT03802747	Stereotactic
NCT03802747	Therapy
NCT03802747	SBRT
NCT02035358	HyperAcute®-Renal
NCT02035358	Immunotherapy
NCT01512758	Alisertib
NCT03265080	ADXS-NEO
NCT01171924	CUDC-101
NCT03134638	SY-1365
NCT03134638	Carboplatin
NCT03134638	Fulvestrant
NCT00052065	TLK286
NCT00085878	SB-485232
NCT02239900	Ipilimumab
NCT03734926	ZSP1241
NCT01655225	LY3023414
NCT01655225	Midazolam
NCT01655225	Fulvestrant
NCT01655225	Pemetrexed
NCT01655225	Cisplatin
NCT01655225	Abemaciclib
NCT01655225	Letrozole
NCT00429234	Dasatinib
NCT00429234	Gemcitabine
NCT04040699	KN026
NCT04040699	KN046
NCT01588678	DS-3078a
NCT02914990	BPI-15086
NCT03706326	Anti-MUC1
NCT03706326	CAR-T
NCT03706326	PD-1
NCT03706326	CAR-T
NCT03706326	PD-1
NCT00075192	CP-675,206
NCT00075192	leuprolide
NCT00075192	bicalutamide
NCT00075192	leuprolide
NCT00075192	bicalutamide
NCT00648102	CDX-1307
NCT03736850	CS3006
NCT02896231	PLB1001
NCT01714739	Lirilumab
NCT01714739	Nivolumab
NCT01714739	Ipilimumab
NCT02587962	Birinapant
NCT02587962	Pembrolizumab
NCT02963389	Tripegfilgrastim
NCT03674827	PF-06936308
NCT02098343	APR-246
NCT02098343	Carboplatin
NCT02098343	Pegylated
NCT02098343	Liposomal
NCT02098343	Doxorubicin
NCT02098343	Hydrochloride
NCT01376453	Sorafenib
NCT01376453	5-Fluorouracil
NCT01376453	5-FU
NCT02607228	GS-5829
NCT02607228	Enzalutamide
NCT03010176	MK-1454
NCT03010176	Pembrolizumab
NCT01498172	MAGE-A3
NCT01498172	ASCI
NCT02316197	MSC2490484A
NCT02628535	MGD009
NCT02517918	Sirolimus
NCT02842125	Ad-P53
NCT02842125	Xeloda
NCT02842125	Keytruda
NCT02842125	Opdivo
NCT01100619	rosiglitazone
NCT01100619	XL184
NCT01775423	BBI608
NCT03452150	D-0316
NCT03639714	GRT-C901
NCT03639714	GRT-R902
NCT03639714	nivolumab
NCT03639714	ipilimumab
NCT03162562	Oregovomab
NCT03162562	Poly
NCT03162562	ICLC
NCT02791334	LY3300054
NCT02791334	Ramucirumab
NCT02791334	Abemaciclib
NCT02791334	Merestinib
NCT02791334	LY3321367
NCT03057145	Prexasertib
NCT03057145	Olaparib
NCT00578071	Panitumumab
NCT00578071	Capecitabine
NCT00578071	Oxaliplatin
NCT00477529	ABI-008
NCT03478995	GX-I7
NCT02521844	ETC-1922159
NCT02521844	Pembrolizumab
NCT03197584	Avelumab
NCT03197584	Bevacizumab
NCT03197584	Capecitabine
NCT03197584	Cyclophosphamide
NCT03197584	5-fluorouracil
NCT03197584	Fulvestrant
NCT03197584	Leucovorin
NCT03197584	Paclitaxel
NCT03197584	omega-3
NCT03197584	ethyl
NCT03197584	Oxaliplatin
NCT03197584	ALT-803
NCT03197584	ETBX-021
NCT03197584	ETBX-051
NCT03197584	ETBX-061
NCT03197584	GI-4000
NCT03197584	GI-6301
NCT03197584	haNK®
NCT02607813	LXH254
NCT02607813	PDR001
NCT02274155	Anti-OX40
NCT02274155	antibody
NCT02925104	INC280
NCT01116843	PF-00299804
NCT03270176	Debio
NCT03270176	Avelumab
NCT03666273	BAY1905254
NCT00002960	adenovirus-p53
NCT00002960	SCH-58500
NCT00396864	NPI-0052
NCT01281592	LOR-253
NCT03733951	KN046
NCT02516813	MSC2490484A
NCT02516813	Cisplatin
NCT00217477	gemcitabine
NCT00217477	hydrochloride
NCT00217477	paricalcitol
NCT03912831	KITE-439
NCT03912831	Cyclophosphamide
NCT03912831	Fludarabine
NCT02361086	VT-464
NCT00338026	ECO-4601
NCT02879760	Ad-MAGEA3
NCT02879760	MG1-MAGEA3
NCT02879760	Pembrolizumab
NCT00717704	ixabepilone
NCT00717704	Dasatinib
NCT01432951	Enzastaurin
NCT02439450	Viagenpumatucel-L
NCT02439450	Nivolumab
NCT02439450	Pembrolizumab
NCT02439450	Pemetrexed
NCT03052205	IMO-2125
NCT02520752	INC280
NCT02520752	Midazolam
NCT02520752	Caffeine
NCT02009332	ABI-009
NCT00820560	INCB007839
NCT03898791	LY3295668
NCT03898791	Erbumine
NCT02335944	INC280
NCT02335944	EGF816
NCT02644278	VX-984
NCT02644278	liposomal
NCT02644278	doxorubicin
NCT00881946	GSK21110183
NCT03249792	MK-2118
NCT03249792	MK-2118
NCT03249792	Pembrolizumab
NCT02018861	Parsaclisib
NCT02018861	Itacitinib
NCT02018861	Rituximab
NCT02018861	Ifosfamide
NCT02018861	Carboplatin
NCT02018861	Etoposide
NCT02626234	INC280
NCT02626234	digoxin
NCT02626234	rosuvastatin
NCT02038777	PF-04449913
NCT02038777	ARA-C
NCT02038777	LDAC
NCT02038777	Daunorubicin
NCT02038777	Cytarabine
NCT02038777	Azacitidine
NCT02038777	LDAC
NCT02705105	Mogamulizumab
NCT02705105	Nivolumab
NCT02834247	TAK-659
NCT02834247	Nivolumab
NCT01649336	MEK162
NCT01649336	inhibitor
NCT01649336	Paclitaxel
NCT01649336	mitotic
NCT01649336	inhibitor
NCT01649336	intravenous
NCT00037609	Capecitabine
NCT00037609	Exisulind
NCT02857270	LY3214996
NCT02857270	Midazolam
NCT02857270	Abemaciclib
NCT02857270	Nab-paclitaxel
NCT02857270	Gemcitabine
NCT02857270	Encorafenib
NCT02857270	Cetuximab
NCT02702492	KPT-9274
NCT02702492	KPT-9274
NCT02702492	Niacin
NCT03544905	CYH33
NCT04022876	ALRN-6924
NCT04022876	Topotecan
NCT02492737	AG881
NCT02906163	Thymalfasin
NCT02906163	Thymosin
NCT02906163	tyrosine
NCT02906163	kinase
NCT02906163	inhibitor
NCT02040870	LDK378
NCT00078637	E7820
NCT01746771	HM781-36B
NCT01746771	Poziotinib
NCT01746771	Paclitaxel
NCT01746771	Trastuzumab
NCT00239291	Gefitinib
NCT00239291	radiotherapy
NCT00450892	docetaxel+lapatinib
NCT00450892	docetaxel
NCT00450892	trastuzumab
NCT00450892	docetaxel
NCT00450892	trastuzumab
NCT00450892	lapatinib
NCT03272334	HER2
NCT03272334	Pembrolizumab
NCT01084252	Isatuximab
NCT01084252	SAR650984
NCT01084252	Dexamethasone
NCT03872206	HPN536
NCT02867397	Teysuno
NCT02867397	epirubicin
NCT02867397	oxaliplatin
NCT00503711	Vandetanib
NCT00503711	Vandetanib
NCT01285453	vadimezan
NCT03150810	BGB-290
NCT03150810	Temozolomide
NCT00286806	AT-101
NCT00838539	Neratinib
NCT00838539	Temsirolimus
NCT01859026	MEK162
NCT01859026	Erlotinib
NCT02665416	Selicrelumab
NCT02665416	Vanucizumab
NCT02665416	Bevacizumab
NCT00710125	GPX-150
NCT01700270	dovitinib
NCT01700270	TKI258
NCT01700270	fluvoxamine
NCT03854721	VAX014
NCT01283516	LDK378
NCT01202591	AZD4547
NCT01202591	Exemestane
NCT01202591	Fulvestrant
NCT00091377	cisplatin
NCT00091377	paclitaxel
NCT00091377	phenoxodiol
NCT00423254	PSMA/PRAME
NCT00457743	Sunitinib
NCT00457743	malate
NCT00457743	SU011248
NCT02734290	Pembrolizumab
NCT02734290	Paclitaxel
NCT02734290	Capecitabine
NCT00405587	PLX4032
NCT00138658	custirsen
NCT00138658	sodium
NCT03634150	Nerofe
NCT03634150	hormon-peptide
NCT03634150	TCApF
NCT03634150	suppressive
NCT00243347	AZD2171
NCT03386526	APG-1387
NCT03298893	Nivolumab
NCT03298893	Cisplatin
NCT02028442	Enadenotucirev
NCT02157792	M6620
NCT02157792	Gemcitabine
NCT02157792	Cisplatin
NCT02157792	Etoposide
NCT02157792	Carboplatin
NCT02157792	Irinotecan
NCT01358227	PR104
NCT00316420	Capecitabine
NCT00316420	Xeloda
NCT00316420	Gemcitabine
NCT02265510	INCB052793
NCT02265510	gemcitabine
NCT02265510	nab-paclitaxel
NCT02265510	dexamethasone
NCT02265510	Carfilzomib
NCT02265510	bortezomib
